x	u
  0.4908738521234052	  0.9400582843906465
  0.8835729338221293	  0.7001366618553292
   1.668971097219578	 -0.1250119081058662
   2.159844949342983	 -0.6554558907889574
    2.84706834231575	  -1.083749920737546
   2.945243112740431	   -1.10281893080951
    4.81056375080937	  0.2532815823386119
   5.006913291658733	  0.4976209854203413
   6.577709618453629	   1.501105695815313
   6.774059159302992	   1.364345989584927
   6.970408700152354	    1.15106226153081
   7.363107781851078	  0.5209774228446494
   7.461282552275758	  0.3302448111598222
   8.050331174823844	 -0.9075432375570598
   8.541205026947249	  -1.769895394970169
   8.737554567796613	  -2.008346499291534
   8.933904108645974	  -2.174174214176054
   9.326603190344699	  -2.291011621622379
   9.621127501618741	  -2.215683756783937
   9.915651812892785	   -2.03791061093836
   10.50470043544087	  -1.519564983321651
   10.60287520586555	  -1.425458360180516
   11.09374905798896	 -0.9686739923959194
   11.68279768053704	 -0.4943352128697061
   11.87914722138641	 -0.3556241643296476
   12.46819584393449	 0.02783932850666182
   12.66454538478385	  0.1542391735176472
   13.15541923690726	  0.4962522941581224
   13.35176877775662	  0.6505763159316535
    13.4499435481813	  0.7325245879934443
   13.54811831860598	  0.8178643683606821
   14.03899217072939	   1.295190213283893
   14.13716694115407	   1.399511175148456
   14.23534171157875	   1.505881229307838
   14.72621556370216	   2.042051958499423
   14.82439033412684	   2.142973803478274
   15.41343895667492	   2.583887386416593
   15.60978849752428	   2.626932889645008
   16.88606051304514	  0.9127592999342831
    17.0824100538945	  0.4070622929977352
   17.18058482431918	  0.1500168608143897
   18.35868206941536	  -1.980030080374423
   18.55503161026472	  -2.052211853184869
    19.1440802328128	  -1.846913373805705
   19.63495408493621	  -1.386300986399683
   19.83130362578557	  -1.173627774374105
   20.02765316663493	 -0.9572918504906907
   20.12582793705961	 -0.8494541104453095
    20.7148765596077	 -0.2268539616090396
   20.81305133003238	 -0.1275149380538236
   22.08932334555323	   1.193279060184853
   22.28567288640259	    1.41597532757504
   22.48202242725196	   1.640270130903092
   22.87472150895068	   2.066896631606227
   22.97289627937536	   2.162002035529199
    23.2674205906494	   2.394595961149631
   23.46377013149877	   2.487507719354287
   23.75829444277281	   2.496537290396471
   24.05281875404685	   2.311646159705887
    24.3473430653209	   1.910790882806262
   24.54369260617026	   1.527794484526479
   24.64186737659494	   1.305848228688315
    24.8382169174443	  0.8131146481022937
   24.93639168786898	  0.5484255078124566
   25.13274122871834	-2.596256543085929e-12
   25.42726553999239	 -0.8131146481071989
   26.01631416254047	  -2.068477618608547
    26.4090132442392	  -2.458115028389063
    26.8998870963626	   -2.44852333647547
   27.19441140763665	  -2.249486598139167
   27.39076094848601	  -2.066896631605178
   27.68528525976005	  -1.751226454799573
   28.96155727528091	 -0.3623661099420906
   29.25608158655495	-0.06886830030155688
   29.35425635697963	 0.02903560446118181
   29.45243112740431	  0.1275149380538518
   29.64878066825367	  0.3272914081890742
   30.13965452037708	  0.8494541104449536
   30.23782929080176	  0.9572918504903013
    30.5323536020758	   1.280836506199917
   30.92505268377453	   1.681341109128303
   31.12140222462389	    1.84691337380531
   32.00497515844602	   1.911730310739824
   32.29949946972006	   1.572088141824672
   33.37942194439155	 -0.9127592999332197
    33.6739462556656	  -1.600214155786172
   33.77212102609028	  -1.798792732382146
   34.95021827118645	  -2.538490772607405
   35.44109212330985	  -2.142973803478475
   35.53926689373453	  -2.042051958499642
   35.63744166415922	  -1.937431161752346
   35.93196597543326	  -1.613678319567875
   36.03014074585794	  -1.505881229308086
   36.42283982755666	  -1.094572221552138
   36.81553890925539	 -0.7325245879936605
   37.40458753180347	 -0.2851088607905878
   37.89546138392688	 0.03466596827836166
   38.48451000647496	  0.4239467081342851
   38.68085954732432	  0.5670101537798161
   38.77903431774901	  0.6421438183478885
   38.97538385859837	  0.8001981380352672
   39.36808294029709	   1.146570358840389
    39.8589567924205	   1.613075993624222
   41.13522880794135	   2.266983969043011
   41.23340357836604	   2.229538239484989
   41.33157834879071	   2.174174214177221
   41.62610266006476	   1.897969256730537
   42.21515128261284	  0.9075432375602571
   42.50967559388689	  0.2850390442054861
   42.90237467558561	 -0.5209774228416275
   43.09872421643497	 -0.8663900321518805
   43.58959806855838	    -1.4424005895066
   43.68777283898306	  -1.501105695814244
   44.08047192068179	  -1.549852414635076
   44.37499623195583	  -1.415330011852713
   45.35674393620264	  -0.375484060854178
    46.0439673291754	   0.434376699265397
   47.02571503342222	   1.092972556348813
   48.20381227851839	  0.5590601613255458
   48.59651136021711	  0.1250119081070172
   49.08738521234051	 -0.4269826269875349
   49.57825906446392	 -0.8402168784808848
   49.67643383488861	 -0.8954188079469338
   50.06913291658733	  -1.007956590032359
   50.26548245743669	 -0.9977322319647078
   50.36365722786137	 -0.9763979473598373
   50.65818153913541	 -0.8514707308610456
