x	u0	u1
 0.09817477042468103	   1.008331121436463	   1.040911723703607
  0.1963495408493621	   1.007956590032835	   1.038940569004692
  0.2945243112740431	  0.9964621673190404	   1.025348736667863
  0.3926990816987241	  0.9738052236903474	   1.000101188626478
  0.4908738521234052	  0.9400582843906465	  0.9632889058321695
  0.5890486225480862	  0.8954188079477194	  0.9151390039983318
  0.6872233929727672	  0.8402168784817434	  0.8560224733253576
  0.7853981633974483	  0.7749203016215404	  0.7864589948034584
  0.8835729338221293	  0.7001366618553292	  0.7071183664113589
  0.9817477042468103	  0.6166119943985149	  0.6188181833285427
   1.079922474671491	  0.5252258445020874	  0.5225175538034709
   1.178097245096172	  0.4269826269886627	   0.419306790967278
   1.276272015520854	  0.3229993522684055	  0.3103931929884259
   1.374446785945534	   0.214489944194659	  0.1970832002186501
   1.472621556370215	  0.1027465308720447	 0.08076138804687177
   1.570796326794897	-0.01088176745889577	-0.03713309253363034
   1.668971097219578	 -0.1250119081058662	 -0.1551318881073745
   1.767145867644259	 -0.2382511163097463	 -0.2717637999644107
    1.86532063806894	  -0.349221403807794	 -0.3855812456469299
   1.963495408493621	 -0.4565836070529306	 -0.4951859406767716
   2.061670178918302	 -0.5590601613245886	 -0.5992529568611785
   2.159844949342983	 -0.6554558907889574	 -0.6965523967251913
   2.258019719767664	 -0.7446761931207595	 -0.7859680435535252
   2.356194490192345	 -0.8257421240061691	 -0.8665124951365818
   2.454369260617026	 -0.8978020334686699	 -0.9373384568546226
   2.552544031041707	 -0.9601395633099626	  -0.997746045653121
   2.650718801466388	  -1.012177973659332	  -1.047186130284105
   2.748893571891069	  -1.053480917833649	  -1.085259895307744
    2.84706834231575	  -1.083749920737546	  -1.111714958688826
   2.945243112740431	   -1.10281893080951	  -1.126438489296502
   3.043417883165112	  -1.110646404873811	  -1.129447857362324
   3.141592653589793	  -1.107305447003947	  -1.120879406357638
   3.239767424014474	  -1.092972556349101	   -1.10097595927565
   3.337942194439155	  -1.067915546187281	  -1.070073668152553
   3.436116964863836	  -1.032481179933065	   -1.02858878636879
   3.534291735288517	 -0.9870830330539042	 -0.9770048932291365
   3.632466505713198	 -0.9321900369634838	 -0.9158610343243879
   3.730641276137879	 -0.8683160962274248	 -0.8457411640149721
    3.82881604656256	 -0.7960110979114681	 -0.7672651924892744
   3.926990816987241	 -0.7158535552621802	 -0.6810818530898147
   4.025165587411922	 -0.6284450501641764	 -0.5878635190839769
   4.123340357836604	 -0.5344065622992744	 -0.4883030151040349
   4.221515128261284	 -0.4343766992665734	 -0.3831123886449699
   4.319689898685965	 -0.3290117720740706	 -0.2730235321577554
   4.417864669110647	 -0.2189875947897828	 -0.1587904767380064
   4.516039439535327	 -0.1050028257297437	-0.04119311414193311
   4.614214209960009	 0.01221638991150342	 0.07895795535876046
    4.71238898038469	  0.1319107699729092	  0.2008158061480461
    4.81056375080937	  0.2532815823386119	  0.3234912078531921
   4.908738521234052	  0.3754840608527822	  0.4460467340158012
   5.006913291658733	  0.4976209854203413	  0.5674914476003428
   5.105088062083414	  0.6187369002716353	  0.6867766823907807
   5.203262832508095	  0.7378134765768716	  0.8027934595025628
   5.301437602932776	  0.8537665488585235	  0.9143720852327315
   5.399612373357457	  0.9654453657477895	   1.020284466569007
   5.497787143782138	   1.071634590653049	   1.119249649682358
   5.595961914206819	   1.171059562414588	   1.209943030245474
     5.6941366846315	    1.26239527531928	   1.291009598272703
   5.792311455056181	   1.344279457397646	   1.361081460925287
   5.890486225480862	    1.41533001185214	   1.418799732297119
   5.988660995905543	   1.474166936206687	   1.462840689582935
   6.086835766330224	   1.519438646784419	   1.491945872992257
   6.185010536754906	   1.549852414635115	   1.504955558461938
   6.283185307179586	   1.564208368703383	   1.500844767629318
   6.381360077604267	   1.561436252453418	   1.478760712632499
   6.479534848028949	   1.540633845105508	   1.438060321792808
   6.577709618453629	   1.501105695815313	   1.378346276730347
   6.675884388878311	   1.442400589507946	   1.299499834184959
   6.774059159302992	   1.364345989584927	   1.201708628699127
   6.872233929727672	   1.267077608354417	   1.085487674715391
   6.970408700152354	    1.15106226153081	  0.9516919227775101
   7.068583470577035	   1.017112284355569	  0.8015189810453942
   7.166758241001715	  0.8663900321545217	  0.6365009872552622
   7.264933011426397	  0.7004013560834499	  0.4584850937139496
   7.363107781851078	  0.5209774228446494	  0.2696025840219636
   7.461282552275758	  0.3302448111598222	 0.07222724023405869
    7.55945732270044	  0.1305844331003517	 -0.1310758189815738
    7.65763209312512	-0.07541954776317417	 -0.3376090506390085
   7.755806863549802	 -0.2850390442021231	 -0.5446069023689917
   7.853981633974483	 -0.4954673623614887	 -0.7493031408738282
   7.952156404399163	 -0.7038878790304145	 -0.9489983207480314
   8.050331174823844	 -0.9075432375570598	  -1.141124609725819
   8.148505945248527	  -1.103802186257029	  -1.323305349696352
   8.246680715673207	  -1.290221329625159	  -1.493407055716721
