x	u
           -29.53125	7.265782143724142e-06
          -29.296875	9.626333078214741e-06
            -29.0625	9.60097424226522e-06
         -28.7109375	2.306100803411287e-06
             -28.125	-1.826474147297724e-06
         -28.0078125	8.952124259647282e-07
         -27.5390625	8.277860674022613e-07
         -26.6015625	-1.276109067527287e-05
          -22.265625	6.808585826356683e-06
         -22.1484375	6.729562071252845e-06
          -21.796875	-1.810661660467394e-06
         -21.6796875	-1.459964513188597e-06
          -21.328125	-5.753506345306664e-06
         -21.2109375	-5.951194317520975e-06
          -20.859375	-3.123647704619814e-06
             -20.625	-3.342845121344362e-06
         -20.2734375	-1.815063931140393e-06
          -19.921875	-5.270695646014678e-06
          -19.453125	1.062876757385034e-06
          -17.578125	4.19991637014977e-06
         -17.4609375	5.716930562414679e-06
           -17.34375	3.64327230810424e-06
         -17.2265625	7.206298622039475e-06
             -16.875	1.076758103957243e-05
         -16.0546875	8.722566601247761e-06
          -15.234375	2.303293405837847e-05
                 -15	2.679053628894257e-05
         -14.4140625	4.692698286384855e-05
         -13.4765625	0.0001047552955277947
         -13.2421875	0.0001268477704503695
           -11.71875	0.0006643000942610812
          -11.015625	0.001341565810822565
          -9.2578125	0.007654527881525611
                -7.5	 0.04282139085220286
           -7.265625	 0.05349939448815302
          -7.1484375	 0.05974301730625108
             -6.5625	  0.1022559110291934
           -6.328125	  0.1256439751871515
            -6.09375	  0.1533227034057145
          -5.9765625	  0.1688588730629883
              -5.625	  0.2222152965584501
           -5.390625	  0.2629218347010078
            -5.15625	  0.3066160442211894
            -4.21875	  0.4678045936004368
          -4.1015625	  0.4803610778044385
          -3.8671875	  0.4964894908014972
               -3.75	  0.4996521146546476
          -3.1640625	  0.4657064449179462
             -2.8125	  0.4131314921988556
          -2.4609375	  0.3482797823167909
          -1.7578125	  0.2193633400195867
            -1.40625	  0.1665022972350753
           -1.171875	   0.136926669129924
             -0.9375	  0.1117622476210921
          -0.8203125	  0.1007344146162605
           -0.703125	 0.09066412332323345
          -0.3515625	 0.06565152133700575
          -0.1171875	 0.05271026032006593
                   0	 0.04718450348310624
            0.234375	 0.03774808282844769
              0.9375	 0.01919108912448441
           1.9921875	0.007086256449692454
            2.109375	0.006383048593461125
             2.34375	0.005212532081804892
            2.578125	0.004311947839281165
            4.453125	0.002699052726273077
             5.15625	0.003774412863203014
             6.09375	0.006831217976479509
           6.4453125	0.008653976504969234
           7.3828125	  0.0164046357861353
                 7.5	 0.01776178585648149
            8.671875	 0.03881582036232872
           9.2578125	  0.0563786878498103
           9.7265625	 0.07496327531438218
          10.4296875	  0.1112277472044042
          10.8984375	  0.1405064423557297
          11.1328125	  0.1561655708285261
           11.484375	  0.1800197549937571
            11.71875	  0.1955237671741426
          12.0703125	  0.2168435325166321
           12.421875	  0.2341430240859012
          12.7734375	  0.2456208708699959
           12.890625	   0.247902468702517
              13.125	  0.2499690633345777
          13.4765625	  0.2466870795302472
           13.828125	  0.2361492337348483
          15.8203125	   0.114180421942829
          16.0546875	  0.1007465016748039
          17.2265625	 0.05020922476720735
          17.4609375	 0.04325057325567121
           17.578125	 0.04010078499389361
          18.1640625	 0.02726343121563892
          20.2734375	0.006412169162671719
            21.09375	0.003604711496141354
           21.796875	0.002184162626575392
          21.9140625	0.002014919683882878
          22.3828125	0.001447625089925651
          23.5546875	0.0006292391883043653
            23.90625	0.0004842748525855783
          24.2578125	0.0003745843798594745
          24.4921875	0.0003252622446458658
          25.1953125	0.0002011953103300823
           25.546875	0.000143596031634885
          26.1328125	8.700087662333322e-05
           26.953125	3.396327524940457e-05
          28.0078125	2.318662812009209e-05
              28.125	1.733197079894361e-05
          29.1796875	-1.815970064558692e-06
           29.765625	-1.211203558966825e-05
